shipmode;sales;quantity;discount;profit;segment;region;state;subcategory;category;orderdate_day;orderdate_month;orderdate_year;shipdate_day;shipdate_month;shipdate_year;preparationtime;Pais1;Pais2;Pais3;Pais4;Pais5;Pais6
Standard Class;211168;4;2;184772;Consumer;West;California;Phones   ;Technology;7;8;2015;14;8;2015;7;España;Francia;Italia;Portugal;;
First Class;158376;4;4;-343148;Consumer;East;Ohio;Phones   ;Technology;1;6;2016;3;6;2016;2;España;Francia;Italia;Portugal;;
Standard Class;105584;2;2;92386;Consumer;South;North Carolina;Phones   ;Technology;3;12;2014;7;12;2014;4;España;Francia;Italia;Portugal;;
Second Class;105584;2;2;92386;Corporate;West;Arizona;Phones   ;Technology;26;10;2014;30;10;2014;4;España;Francia;Italia;Portugal;;
Second Class;52792;1;2;46193;Corporate;West;California;Phones   ;Technology;17;10;2016;19;10;2016;2;España;Francia;Italia;Portugal;;
Standard Class;13198;2;0;356346;Consumer;Central;Michigan;Phones   ;Technology;1;12;2016;7;12;2016;6;España;Francia;Italia;Portugal;;
First Class;158376;3;2;138579;Home Office;South;Florida;Phones   ;Technology;8;9;2016;9;9;2016;1;España;Francia;Italia;Portugal;;
Standard Class;158376;3;2;138579;Corporate;Central;Texas;Phones   ;Technology;2;5;2014;7;5;2014;5;España;Francia;Italia;Portugal;;
Second Class;26396;4;0;712692;Consumer;Central;Indiana;Phones   ;Technology;12;10;2014;17;10;2014;5;España;Francia;Italia;Portugal;;
Second Class;52792;1;2;46193;Corporate;West;Washington;Phones   ;Technology;2;11;2013;7;11;2013;5;España;Francia;Italia;Portugal;;
Second Class;158376;3;2;138579;Consumer;Central;Illinois;Phones   ;Technology;19;12;2014;23;12;2014;4;España;Francia;Italia;Portugal;;
Standard Class;13198;2;0;356346;Home Office;Central;Michigan;Phones   ;Technology;29;8;2014;2;9;2014;4;España;Francia;Italia;Portugal;;
Standard Class;26396;5;2;230965;Corporate;West;Arizona;Phones   ;Technology;26;9;2014;30;9;2014;4;España;Francia;Italia;Portugal;;
Second Class;19797;3;0;534519;Corporate;East;New York;Phones   ;Technology;25;12;2015;28;12;2015;3;España;Francia;Italia;Portugal;;
Standard Class;3582;3;4;4179;Consumer;East;Pennsylvania;Phones   ;Technology;26;6;2016;3;7;2016;7;España;Francia;Italia;Portugal;;
Second Class;11144;7;2;37611;Consumer;Central;Texas;Phones   ;Technology;26;9;2014;28;9;2014;2;España;Francia;Italia;Portugal;;
Standard Class;597;3;0;28059;Corporate;East;New Jersey;Phones   ;Technology;18;7;2015;22;7;2015;4;España;Francia;Italia;Portugal;;
Standard Class;4776;3;2;16119;Home Office;West;California;Phones   ;Technology;7;6;2015;12;6;2015;5;España;Francia;Italia;Portugal;;
First Class;3184;2;2;10746;Corporate;West;Arizona;Phones   ;Technology;2;10;2013;5;10;2013;3;España;Francia;Italia;Portugal;;
Second Class;743988;2;4;-123998;Home Office;East;Pennsylvania;Phones   ;Technology;11;5;2015;14;5;2015;3;España;Francia;Italia;Portugal;;
Standard Class;1983968;4;2;247996;Consumer;West;Colorado;Phones   ;Technology;1;11;2013;7;11;2013;6;España;Francia;Italia;Portugal;;
Standard Class;1487976;3;2;185997;Corporate;West;California;Phones   ;Technology;22;3;2014;26;3;2014;4;España;Francia;Italia;Portugal;;
First Class;23997;3;0;23997;Consumer;East;New York;Phones   ;Technology;30;5;2014;1;6;2014;2;España;Francia;Italia;Portugal;;
Standard Class;247996;4;0;743988;Consumer;Central;Nebraska;Phones   ;Technology;2;12;2016;6;12;2016;4;España;Francia;Italia;Portugal;;
Standard Class;17994;2;4;-44985;Corporate;East;Ohio;Phones   ;Technology;5;12;2013;9;12;2013;4;España;Francia;Italia;Portugal;;
Second Class;2999;2;0;74975;Home Office;Central;Michigan;Phones   ;Technology;30;10;2014;1;11;2014;2;España;Francia;Italia;Portugal;;
Second Class;11996;1;2;74975;Corporate;West;California;Phones   ;Technology;15;6;2016;19;6;2016;4;España;Francia;Italia;Portugal;;
Standard Class;2999;2;0;74975;Consumer;East;New York;Phones   ;Technology;13;3;2016;17;3;2016;4;España;Francia;Italia;Portugal;;
First Class;35988;3;2;224925;Corporate;Central;Texas;Phones   ;Technology;9;3;2014;12;3;2014;3;España;Francia;Italia;Portugal;;
First Class;716;2;0;19332;Corporate;East;Delaware;Phones   ;Technology;11;7;2014;12;7;2014;1;España;Francia;Italia;Portugal;;
Second Class;4296;2;4;-9308;Consumer;East;Pennsylvania;Phones   ;Technology;20;1;2016;25;1;2016;5;España;Francia;Italia;Portugal;;
Standard Class;2864;1;2;2506;Home Office;Central;Illinois;Phones   ;Technology;29;5;2015;3;6;2015;5;España;Francia;Italia;Portugal;;
Second Class;17184;6;2;15036;Home Office;Central;Texas;Phones   ;Technology;8;12;2014;11;12;2014;3;España;Francia;Italia;Portugal;;
Standard Class;8592;4;4;-18616;Corporate;East;Pennsylvania;Phones   ;Technology;2;11;2016;6;11;2016;4;España;Francia;Italia;Portugal;;
Standard Class;11456;4;2;10024;Corporate;West;California;Phones   ;Technology;28;7;2016;1;8;2016;4;España;Francia;Italia;Portugal;;
First Class;5728;2;2;5012;Consumer;West;Oregon;Phones   ;Technology;1;10;2014;4;10;2014;3;España;Francia;Italia;Portugal;;
Standard Class;8592;3;2;7518;Corporate;West;California;Phones   ;Technology;24;9;2016;29;9;2016;5;España;Francia;Italia;Portugal;;
Standard Class;8592;3;2;7518;Corporate;West;Oregon;Phones   ;Technology;30;9;2015;4;10;2015;4;España;Francia;Italia;Portugal;;
Standard Class;1432;5;2;1253;Consumer;West;California;Phones   ;Technology;10;5;2013;15;5;2013;5;España;Francia;Italia;Portugal;;
Standard Class;71984;2;2;251944;Corporate;South;North Carolina;Phones   ;Technology;4;6;2016;10;6;2016;6;España;Francia;Italia;Portugal;;
First Class;251944;7;2;881804;Home Office;Central;Texas;Phones   ;Technology;30;3;2013;1;4;2013;2;España;Francia;Italia;Portugal;;
Standard Class;8998;2;0;431904;Home Office;Central;Indiana;Phones   ;Technology;26;11;2016;1;12;2016;5;España;Francia;Italia;Portugal;;
Standard Class;13497;3;0;647856;Corporate;Central;Wisconsin;Phones   ;Technology;15;2;2014;19;2;2014;4;España;Francia;Italia;Portugal;;
Standard Class;8998;2;0;431904;Consumer;East;Delaware;Phones   ;Technology;13;11;2014;19;11;2014;6;España;Francia;Italia;Portugal;;
Standard Class;107976;3;2;377916;Consumer;South;Florida;Phones   ;Technology;21;6;2014;27;6;2014;6;España;Francia;Italia;Portugal;;
Second Class;63196;4;0;3033408;Consumer;East;New York;Phones   ;Technology;9;10;2014;13;10;2014;4;España;Francia;Italia;Portugal;;
Standard Class;63196;4;0;3033408;Corporate;East;New York;Phones   ;Technology;13;5;2015;18;5;2015;5;España;Francia;Italia;Portugal;;
Second Class;758352;6;2;2654232;Home Office;Central;Texas;Phones   ;Technology;11;4;2013;16;4;2013;5;España;Francia;Italia;Portugal;;
Second Class;97968;2;2;6123;Corporate;Central;Texas;Phones   ;Technology;18;4;2014;22;4;2014;4;España;Francia;Italia;Portugal;;
Same Day;146952;3;2;91845;Home Office;West;Colorado;Phones   ;Technology;13;9;2015;14;9;2015;1;España;Francia;Italia;Portugal;;
Standard Class;36738;1;4;-91845;Corporate;East;Ohio;Phones   ;Technology;5;12;2013;9;12;2013;4;España;Francia;Italia;Portugal;;
Standard Class;444768;4;2;444768;Consumer;West;California;Phones   ;Technology;9;12;2016;14;12;2016;5;España;Francia;Italia;Portugal;;
Standard Class;222384;2;2;222384;Corporate;West;California;Phones   ;Technology;23;5;2015;30;5;2015;7;España;Francia;Italia;Portugal;;
Second Class;333576;3;2;333576;Corporate;West;California;Phones   ;Technology;3;8;2015;5;8;2015;2;España;Francia;Italia;Portugal;;
Second Class;167976;3;2;104985;Corporate;West;California;Phones   ;Technology;19;2;2016;22;2;2016;3;España;Francia;Italia;Portugal;;
Standard Class;55992;1;2;34995;Consumer;West;Arizona;Phones   ;Technology;19;7;2015;23;7;2015;4;España;Francia;Italia;Portugal;;
First Class;27996;5;2;174975;Home Office;West;California;Phones   ;Technology;10;6;2016;13;6;2016;3;España;Francia;Italia;Portugal;;
First Class;83988;2;4;-20997;Consumer;East;Pennsylvania;Phones   ;Technology;8;12;2016;11;12;2016;3;España;Francia;Italia;Portugal;;
Standard Class;111984;2;2;6999;Consumer;South;Tennessee;Phones   ;Technology;15;1;2016;19;1;2016;4;España;Francia;Italia;Portugal;;
Second Class;46704;4;2;5838;Corporate;South;Tennessee;Phones   ;Technology;25;5;2014;28;5;2014;3;España;Francia;Italia;Portugal;;
Standard Class;11676;1;2;14595;Consumer;South;Florida;Phones   ;Technology;28;11;2015;4;12;2015;6;España;Francia;Italia;Portugal;;
First Class;5838;5;2;72975;Corporate;West;California;Phones   ;Technology;19;12;2013;21;12;2013;2;España;Francia;Italia;Portugal;;
Same Day;43785;3;0;131355;Corporate;East;Massachusetts;Phones   ;Technology;24;9;2016;24;9;2016;0;España;Francia;Italia;Portugal;;
Standard Class;43785;3;0;131355;Corporate;East;Maine;Phones   ;Technology;18;9;2015;23;9;2015;5;España;Francia;Italia;Portugal;;
Standard Class;43785;3;0;131355;Consumer;East;New York;Phones   ;Technology;15;9;2015;19;9;2015;4;España;Francia;Italia;Portugal;;
Second Class;21348;3;2;16011;Consumer;West;California;Phones   ;Technology;27;8;2013;1;9;2013;5;España;Francia;Italia;Portugal;;
First Class;455712;2;2;341784;Consumer;West;Washington;Phones   ;Technology;7;9;2016;10;9;2016;3;España;Francia;Italia;Portugal;;
Standard Class;911424;4;2;683568;Consumer;West;California;Phones   ;Technology;9;6;2013;14;6;2013;5;España;Francia;Italia;Portugal;;
Second Class;28482;1;0;740532;Consumer;South;Virginia;Phones   ;Technology;21;6;2013;23;6;2013;2;España;Francia;Italia;Portugal;;
First Class;56964;2;0;1481064;Consumer;South;Virginia;Phones   ;Technology;16;4;2014;18;4;2014;2;España;Francia;Italia;Portugal;;
First Class;125944;7;2;15743;Consumer;West;Colorado;Phones   ;Technology;20;6;2014;23;6;2014;3;España;Francia;Italia;Portugal;;
First Class;35984;2;2;4498;Home Office;West;California;Phones   ;Technology;20;7;2015;22;7;2015;2;España;Francia;Italia;Portugal;;
Standard Class;13494;1;4;-2249;Consumer;East;Pennsylvania;Phones   ;Technology;14;7;2013;18;7;2013;4;España;Francia;Italia;Portugal;;
Standard Class;37797;3;0;1096113;Consumer;East;New York;Phones   ;Technology;7;9;2013;13;9;2013;6;España;Francia;Italia;Portugal;;
First Class;211168;4;2;158376;Corporate;West;California;Phones   ;Technology;19;12;2013;21;12;2013;2;España;Francia;Italia;Portugal;;
Standard Class;105584;2;2;79188;Home Office;West;Washington;Phones   ;Technology;18;9;2015;22;9;2015;4;España;Francia;Italia;Portugal;;
Second Class;6599;1;0;171574;Consumer;South;Kentucky;Phones   ;Technology;16;6;2016;21;6;2016;5;España;Francia;Italia;Portugal;;
Standard Class;369544;7;2;277158;Home Office;Central;Texas;Phones   ;Technology;12;10;2016;16;10;2016;4;España;Francia;Italia;Portugal;;
Standard Class;601536;8;2;601536;Consumer;West;California;Phones   ;Technology;10;11;2013;16;11;2013;6;España;Francia;Italia;Portugal;;
Standard Class;18798;2;0;526344;Home Office;South;Virginia;Phones   ;Technology;26;1;2013;31;1;2013;5;España;Francia;Italia;Portugal;;
Standard Class;46995;5;0;131586;Consumer;South;Kentucky;Phones   ;Technology;21;4;2014;28;4;2014;7;España;Francia;Italia;Portugal;;
Standard Class;28197;3;0;789516;Consumer;East;New Jersey;Phones   ;Technology;21;12;2016;28;12;2016;7;España;Francia;Italia;Portugal;;
Standard Class;28197;3;0;789516;Consumer;Central;Minnesota;Phones   ;Technology;19;11;2013;24;11;2013;5;España;Francia;Italia;Portugal;;
Standard Class;65793;7;0;1842204;Home Office;Central;Michigan;Phones   ;Technology;13;12;2015;19;12;2015;6;España;Francia;Italia;Portugal;;
Standard Class;225576;3;2;225576;Corporate;West;California;Phones   ;Technology;15;6;2014;19;6;2014;4;España;Francia;Italia;Portugal;;
Second Class;300768;4;2;300768;Consumer;West;Colorado;Phones   ;Technology;12;12;2015;14;12;2015;2;España;Francia;Italia;Portugal;;
First Class;150384;2;2;150384;Consumer;Central;Texas;Phones   ;Technology;23;10;2014;26;10;2014;3;España;Francia;Italia;Portugal;;
Standard Class;227996;4;0;5927896;Home Office;East;New York;Phones   ;Technology;14;11;2015;20;11;2015;6;España;Francia;Italia;Portugal;;
Standard Class;118782;3;4;-277158;Corporate;East;Ohio;Phones   ;Technology;16;4;2014;21;4;2014;5;España;Francia;Italia;Portugal;;
Standard Class;6599;1;0;171574;Corporate;East;New York;Phones   ;Technology;2;10;2016;8;10;2016;6;España;Francia;Italia;Portugal;;
Second Class;26396;5;2;19797;Corporate;West;Oregon;Phones   ;Technology;25;6;2013;27;6;2013;2;España;Francia;Italia;Portugal;;
Standard Class;39594;6;0;1029444;Corporate;East;New Jersey;Phones   ;Technology;15;9;2016;19;9;2016;4;España;Francia;Italia;Portugal;;
Same Day;27996;4;0;783888;Consumer;East;New York;Phones   ;Technology;26;11;2013;26;11;2013;0;España;Francia;Italia;Portugal;;
Standard Class;20997;3;0;587916;Consumer;East;New York;Phones   ;Technology;17;9;2014;23;9;2014;6;España;Francia;Italia;Portugal;;
Standard Class;20997;3;0;587916;Consumer;Central;Michigan;Phones   ;Technology;27;8;2015;3;9;2015;7;España;Francia;Italia;Portugal;;
Standard Class;111984;2;2;111984;Consumer;West;Arizona;Phones   ;Technology;24;12;2014;29;12;2014;5;España;Francia;Italia;Portugal;;
Standard Class;55992;1;2;55992;Consumer;Central;Texas;Phones   ;Technology;16;9;2016;20;9;2016;4;España;Francia;Italia;Portugal;;
Second Class;251964;6;4;-503928;Corporate;East;Pennsylvania;Phones   ;Technology;30;12;2013;3;1;2014;4;España;Francia;Italia;Portugal;;
Standard Class;1112;2;2;3475;Consumer;Central;Illinois;Phones   ;Technology;15;5;2016;20;5;2016;5;España;Francia;Italia;Portugal;;
Standard Class;556;1;2;17375;Consumer;West;California;Phones   ;Technology;4;9;2016;8;9;2016;4;España;Francia;Italia;Portugal;;
First Class;3475;5;0;156375;Corporate;South;Georgia;Phones   ;Technology;18;5;2016;19;5;2016;1;España;Francia;Italia;Portugal;;
Standard Class;1668;3;2;52125;Consumer;Central;Texas;Phones   ;Technology;19;10;2016;26;10;2016;7;España;Francia;Italia;Portugal;;
First Class;1112;2;2;3475;Consumer;Central;Illinois;Phones   ;Technology;20;9;2013;23;9;2013;3;España;Francia;Italia;Portugal;;
Standard Class;86176;4;0;2499104;Consumer;East;New York;Phones   ;Technology;19;11;2014;24;11;2014;5;España;Francia;Italia;Portugal;;
Standard Class;344704;2;2;387792;Corporate;Central;Texas;Phones   ;Technology;2;11;2014;7;11;2014;5;España;Francia;Italia;Portugal;;
Standard Class;43088;2;0;1249552;Corporate;East;New York;Phones   ;Technology;10;11;2016;16;11;2016;6;España;Francia;Italia;Portugal;;
First Class;344704;2;2;387792;Consumer;West;Oregon;Phones   ;Technology;18;5;2016;20;5;2016;2;España;Francia;Italia;Portugal;;
Standard Class;258528;2;4;-473968;Consumer;East;Pennsylvania;Phones   ;Technology;8;9;2016;12;9;2016;4;España;Francia;Italia;Portugal;;
First Class;2575944;7;2;2575944;Corporate;West;California;Phones   ;Technology;26;12;2015;29;12;2015;3;España;Francia;Italia;Portugal;;
Standard Class;689408;4;2;775584;Home Office;West;California;Phones   ;Technology;31;8;2016;4;9;2016;4;España;Francia;Italia;Portugal;;
Standard Class;1931958;7;4;-3863916;Corporate;East;Pennsylvania;Phones   ;Technology;9;9;2016;13;9;2016;4;España;Francia;Italia;Portugal;;
Standard Class;107118;3;4;-214236;Corporate;East;Ohio;Phones   ;Technology;12;1;2014;17;1;2014;5;España;Francia;Italia;Portugal;;
First Class;11902;2;0;333256;Home Office;East;New York;Phones   ;Technology;4;4;2016;5;4;2016;1;España;Francia;Italia;Portugal;;
Second Class;29755;5;0;83314;Corporate;Central;Wisconsin;Phones   ;Technology;26;7;2015;29;7;2015;3;España;Francia;Italia;Portugal;;
First Class;380864;8;2;380864;Corporate;West;Arizona;Phones   ;Technology;15;7;2015;18;7;2015;3;España;Francia;Italia;Portugal;;
First Class;604768;4;2;604768;Home Office;West;Washington;Phones   ;Technology;31;1;2016;3;2;2016;3;España;Francia;Italia;Portugal;;
Standard Class;907152;6;2;907152;Consumer;West;California;Phones   ;Technology;9;6;2013;14;6;2013;5;España;Francia;Italia;Portugal;;
Second Class;302384;2;2;302384;Corporate;West;California;Phones   ;Technology;5;8;2015;7;8;2015;2;España;Francia;Italia;Portugal;;
Standard Class;302384;2;2;302384;Corporate;West;California;Phones   ;Technology;27;12;2015;1;1;2016;5;España;Francia;Italia;Portugal;;
First Class;7996;4;0;223888;Corporate;Central;Nebraska;Phones   ;Technology;5;7;2016;7;7;2016;2;España;Francia;Italia;Portugal;;
First Class;47976;3;2;47976;Consumer;South;North Carolina;Phones   ;Technology;21;12;2014;24;12;2014;3;España;Francia;Italia;Portugal;;
Same Day;7996;5;2;7996;Consumer;Central;Texas;Phones   ;Technology;31;5;2015;1;6;2015;1;España;Francia;Italia;Portugal;;
Standard Class;23988;2;4;-47976;Corporate;East;Pennsylvania;Phones   ;Technology;2;9;2015;6;9;2015;4;España;Francia;Italia;Portugal;;
First Class;5997;5;4;-11994;Corporate;East;Ohio;Phones   ;Technology;3;2;2016;6;2;2016;3;España;Francia;Italia;Portugal;;
Standard Class;47976;3;2;47976;Consumer;West;California;Phones   ;Technology;15;6;2016;19;6;2016;4;España;Francia;Italia;Portugal;;
Standard Class;156792;1;2;137193;Consumer;West;Washington;Phones   ;Technology;7;12;2015;13;12;2015;6;España;Francia;Italia;Portugal;;
Standard Class;59994;1;4;-129987;Home Office;East;Pennsylvania;Phones   ;Technology;8;7;2015;14;7;2015;6;España;Francia;Italia;Portugal;;
Standard Class;78396;5;2;685965;Consumer;West;California;Phones   ;Technology;17;4;2014;21;4;2014;4;España;Francia;Italia;Portugal;;
Standard Class;58797;3;0;1587519;Corporate;Central;Indiana;Phones   ;Technology;13;5;2016;17;5;2016;4;España;Francia;Italia;Portugal;;
Second Class;97995;5;0;2645865;Consumer;East;New York;Phones   ;Technology;26;11;2016;29;11;2016;3;España;Francia;Italia;Portugal;;
Second Class;39996;5;2;349965;Consumer;West;Utah;Phones   ;Technology;4;8;2013;9;8;2013;5;España;Francia;Italia;Portugal;;
First Class;19998;2;0;539946;Corporate;East;New York;Phones   ;Technology;20;3;2014;23;3;2014;3;España;Francia;Italia;Portugal;;
First Class;8397;3;0;235116;Corporate;East;Delaware;Phones   ;Technology;27;11;2014;29;11;2014;2;España;Francia;Italia;Portugal;;
First Class;67176;3;2;67176;Consumer;Central;Texas;Phones   ;Technology;18;11;2015;19;11;2015;1;España;Francia;Italia;Portugal;;
First Class;44784;2;2;44784;Consumer;South;North Carolina;Phones   ;Technology;10;8;2015;13;8;2015;3;España;Francia;Italia;Portugal;;
First Class;5598;2;0;156744;Corporate;South;Georgia;Phones   ;Technology;18;5;2016;19;5;2016;1;España;Francia;Italia;Portugal;;
Second Class;139495;5;0;362687;Corporate;South;Alabama;Phones   ;Technology;18;10;2013;20;10;2013;2;España;Francia;Italia;Portugal;;
Standard Class;878;1;0;22828;Consumer;Central;Michigan;Phones   ;Technology;2;9;2015;6;9;2015;4;España;Francia;Italia;Portugal;;
Second Class;3512;4;0;91312;Consumer;East;New York;Phones   ;Technology;2;4;2015;4;4;2015;2;España;Francia;Italia;Portugal;;
Standard Class;21072;3;2;15804;Corporate;Central;Texas;Phones   ;Technology;8;3;2015;13;3;2015;5;España;Francia;Italia;Portugal;;
Standard Class;44596;5;2;55745;Consumer;West;California;Phones   ;Technology;22;2;2015;26;2;2015;4;España;Francia;Italia;Portugal;;
Standard Class;44596;5;2;55745;Consumer;West;California;Phones   ;Technology;8;8;2013;15;8;2013;7;España;Francia;Italia;Portugal;;
